sample_id,db_id,question,score,gold_sql,cate_len_tbls,cate_gold_c,need_high|wrong,need_high|correct,need_mid|wrong,need_mid|correct,need_low|wrong,need_low|correct,need_1|wrong,need_1|correct,need_2|wrong,need_2|correct,need_3+|wrong,need_3+|correct,virtual_table,description,pred_sql,s_sel,s_agg,s_nest,s_cond,s_oth,pm_score,pm_score_rank
train.3251,college_1,How many students are enrolled in the class taught by some professor from the accounting department?,1,SELECT count(*) FROM CLASS AS T1 JOIN enroll AS T2 ON T1.class_code  =  T2.class_code JOIN course AS T3 ON T1.crs_code  =  T3.crs_code JOIN department AS T4 ON T3.dept_code  =  T4.dept_code WHERE T4.dept_name  =  'Accounting',3+,low,False,False,False,False,False,True,False,False,False,False,False,True,SELECT count(*) FROM CLASS AS T1 JOIN enroll AS T2 ON T1.class_code  =  T2.class_code JOIN course AS T3 ON T1.crs_code  =  T3.crs_code JOIN department AS T4 ON T3.dept_code  =  T4.dept_code WHERE T4.dept_name  =  [PLACEHOLDER-TYPE:STRING],"This virtual table provides the count of classes offered by a specific department. It joins the 'CLASS', 'ENROLL', 'COURSE', and 'DEPARTMENT' tables to filter the results based on the department's name. The placeholder in the WHERE clause represents the name of the department being queried.","SELECT COUNT(DISTINCT ENROLL.STU_NUM) AS student_count
FROM ENROLL
JOIN CLASS ON ENROLL.CLASS_CODE = CLASS.CLASS_CODE
JOIN PROFESSOR ON CLASS.PROF_NUM = PROFESSOR.EMP_NUM
JOIN DEPARTMENT ON PROFESSOR.DEPT_CODE = DEPARTMENT.DEPT_CODE
WHERE DEPARTMENT.DEPT_NAME = 'Accounting';",0.0,1.0,1.0,0.5,1.0,3.5,7
train.3255,college_1,list names of all departments ordered by their names.,1,SELECT dept_name FROM department ORDER BY dept_name,1,low,False,False,False,False,False,True,False,True,False,False,False,False,SELECT dept_name FROM department ORDER BY dept_name,"This virtual table lists the names of all departments from the 'DEPARTMENT' table, sorted in alphabetical order. The query retrieves the 'dept_name' column and orders the results by the same column.",SELECT DEPT_NAME FROM DEPARTMENT ORDER BY DEPT_NAME;,1.0,1.0,1.0,1.0,1.0,5.0,52
train.3259,college_1,List the first name of all employees with job code PROF ordered by their date of birth.,1,SELECT emp_fname FROM employee WHERE emp_jobcode  =  'PROF' ORDER BY emp_dob,1,mid,False,False,False,True,False,False,False,True,False,False,False,False,SELECT emp_fname FROM employee WHERE emp_jobcode  =  [PLACEHOLDER-TYPE:STRING] ORDER BY emp_dob,"This virtual table describes the first names of employees from the 'employee' table who hold a specific job code. The placeholder in the WHERE clause represents the job code of the employees, and the results are ordered by their date of birth.",SELECT EMP_FNAME FROM EMPLOYEE WHERE EMP_JOBCODE = 'PROF' ORDER BY EMP_DOB;,1.0,1.0,1.0,0.5,1.0,4.5,27
train.3261,college_1,Find the first names and offices of all professors sorted by alphabetical order of their first name.,1,"SELECT T2.emp_fname ,  T1.prof_office FROM professor AS T1 JOIN employee AS T2 ON T1.emp_num  =  T2.emp_num ORDER BY T2.emp_fname",2,low,False,False,False,False,False,True,False,False,False,True,False,False,"SELECT T2.emp_fname ,  T1.prof_office FROM professor AS T1 JOIN employee AS T2 ON T1.emp_num  =  T2.emp_num ORDER BY T2.emp_fname",This virtual table provides the first names of professors along with their office locations from the 'PROFESSOR' and 'EMPLOYEE' tables. The data is organized in ascending order based on the professors' first names.,"SELECT EMP_FNAME, PROF_OFFICE FROM PROFESSOR JOIN EMPLOYEE ON PROFESSOR.EMP_NUM = EMPLOYEE.EMP_NUM ORDER BY EMP_FNAME ASC;",1.0,1.0,1.0,1.0,1.0,5.0,52
train.3263,college_1,What is the first and last name of the oldest employee?,1,"SELECT emp_fname ,  emp_lname FROM employee ORDER BY emp_dob LIMIT 1",1,low,False,False,False,False,False,True,False,True,False,False,False,False,"SELECT emp_fname ,  emp_lname FROM employee ORDER BY emp_dob LIMIT [PLACEHOLDER-TYPE:NUMBER]","This virtual table provides a list of first and last names of employees from the 'EMPLOYEE' table, ordered by their date of birth. The placeholder in the LIMIT clause allows for specifying the maximum number of employees to retrieve.","SELECT EMP_FNAME, EMP_LNAME FROM EMPLOYEE ORDER BY EMP_DOB ASC LIMIT 1;",1.0,1.0,1.0,1.0,1.0,5.0,52
train.3265,college_1,"What is the first, last name, gpa of the youngest one among students whose GPA is above 3?",1,"SELECT stu_fname ,  stu_lname ,  stu_gpa FROM student WHERE stu_gpa  >  3 ORDER BY stu_dob DESC LIMIT 1",1,high,False,True,False,False,False,False,False,True,False,False,False,False,"SELECT stu_fname ,  stu_lname ,  stu_gpa FROM student WHERE stu_gpa  >  [PLACEHOLDER-TYPE:NUMBER] ORDER BY stu_dob DESC LIMIT [PLACEHOLDER-TYPE:NUMBER]","This virtual table provides the first name, last name, and GPA of students from the 'STUDENT' table who have a GPA greater than a specified value. The placeholders in the WHERE clause represent the minimum GPA threshold and the limit on the number of results returned.","SELECT STU_FNAME, STU_LNAME, STU_GPA FROM STUDENT WHERE STU_GPA > 3 ORDER BY STU_DOB DESC LIMIT 1;",1.0,1.0,1.0,0.5,1.0,4.5,27
train.3268,college_1,What are the first names of all students who got a grade C in a class?,1,SELECT DISTINCT stu_fname FROM student AS T1 JOIN enroll AS T2 ON T1.stu_num  =  T2.stu_num WHERE enroll_grade  =  'C',2,mid,False,False,False,True,False,False,False,False,False,True,False,False,SELECT DISTINCT stu_fname FROM student AS T1 JOIN enroll AS T2 ON T1.stu_num  =  T2.stu_num WHERE enroll_grade  =  [PLACEHOLDER-TYPE:STRING],"This virtual table provides a list of distinct first names of students who have received a specific grade in their enrolled classes. The query joins the 'student' table with the 'enroll' table based on the unique student identifier, allowing for the filtering of students based on their grades.",SELECT DISTINCT STUDENT.STU_FNAME FROM STUDENT JOIN ENROLL ON STUDENT.STU_NUM = ENROLL.STU_NUM WHERE ENROLL.ENROLL_GRADE = 'C';,1.0,1.0,1.0,0.5,0.5,4.0,21
train.3269,college_1,What is the name of department where has the smallest number of professors?,1,SELECT T2.dept_name FROM professor AS T1 JOIN department AS T2 ON T1.dept_code  =  T2.dept_code GROUP BY T1.dept_code ORDER BY count(*) LIMIT 1,2,mid,False,False,False,True,False,False,False,False,False,True,False,False,SELECT T2.dept_name FROM professor AS T1 JOIN department AS T2 ON T1.dept_code  =  T2.dept_code GROUP BY T1.dept_code ORDER BY count(*) LIMIT [PLACEHOLDER-TYPE:NUMBER],"This virtual table provides a list of department names from the 'department' table, which are associated with professors in the 'professor' table. The results are grouped by department code to count the number of professors in each department, and the output is limited to a specified number of departments based on the placeholder.",SELECT DEPT_NAME FROM DEPARTMENT WHERE DEPT_CODE = (SELECT DEPT_CODE FROM PROFESSOR GROUP BY DEPT_CODE ORDER BY COUNT(*) ASC LIMIT 1);,1.0,0.0,0.0,0.0,0.5,1.5,1
train.3275,college_1,What is the first names of the professors from the history department who do not teach a class.,1,SELECT T1.emp_fname FROM employee AS T1 JOIN professor AS T2 ON T1.emp_num  =  T2.emp_num JOIN department AS T3 ON T2.dept_code  =  T3.dept_code WHERE T3.dept_name  =  'History' EXCEPT SELECT T4.emp_fname FROM employee AS T4 JOIN CLASS AS T5 ON T4.emp_num  =  T5.prof_num,3+,high,False,True,False,False,False,False,False,False,False,False,False,True,SELECT T1.emp_fname FROM employee AS T1 JOIN professor AS T2 ON T1.emp_num  =  T2.emp_num JOIN department AS T3 ON T2.dept_code  =  T3.dept_code WHERE T3.dept_name  =  [PLACEHOLDER-TYPE:STRING] EXCEPT SELECT T4.emp_fname FROM employee AS T4 JOIN CLASS AS T5 ON T4.emp_num  =  T5.prof_num,This virtual table describes the first names of employees who are professors in a specific department but are not teaching any classes. The placeholders in the WHERE clause represent the department's name.,"SELECT EMPLOYEE.EMP_FNAME 
FROM EMPLOYEE 
JOIN PROFESSOR ON EMPLOYEE.EMP_NUM = PROFESSOR.EMP_NUM 
JOIN DEPARTMENT ON PROFESSOR.DEPT_CODE = DEPARTMENT.DEPT_CODE 
WHERE DEPARTMENT.DEPT_NAME = 'History' 
AND PROFESSOR.EMP_NUM NOT IN (SELECT CLASS.PROF_NUM FROM CLASS)",1.0,1.0,0.5,0.3333333333333333,1.0,3.833333333333333,20
train.3277,college_1,What is the last name and office of the professor from the history department?,1,"SELECT T1.emp_lname ,  T2.prof_office FROM employee AS T1 JOIN professor AS T2 ON T1.emp_num  =  T2.emp_num JOIN department AS T3 ON T2.dept_code  =  T3.dept_code WHERE T3.dept_name  =  'History'",3+,mid,False,False,False,True,False,False,False,False,False,False,False,True,"SELECT T1.emp_lname ,  T2.prof_office FROM employee AS T1 JOIN professor AS T2 ON T1.emp_num  =  T2.emp_num JOIN department AS T3 ON T2.dept_code  =  T3.dept_code WHERE T3.dept_name  =  [PLACEHOLDER-TYPE:STRING]","This virtual table provides the last names of employees and their corresponding office locations from the 'employee' and 'professor' tables, filtered by a specific department name. The placeholder in the WHERE clause represents the name of the department.","SELECT EMPLOYEE.EMP_LNAME, PROFESSOR.PROF_OFFICE 
FROM PROFESSOR 
JOIN EMPLOYEE ON PROFESSOR.EMP_NUM = EMPLOYEE.EMP_NUM 
JOIN DEPARTMENT ON PROFESSOR.DEPT_CODE = DEPARTMENT.DEPT_CODE 
WHERE DEPARTMENT.DEPT_NAME = 'History';",1.0,1.0,1.0,0.5,1.0,4.5,27
train.3279,college_1,What is department name and office for the professor whose last name is Heffington?,1,"SELECT T3.dept_name  ,  T2.prof_office FROM employee AS T1 JOIN professor AS T2 ON T1.emp_num  =  T2.emp_num JOIN department AS T3 ON T2.dept_code  =  T3.dept_code WHERE T1.emp_lname  =  'Heffington'",3+,mid,False,False,False,True,False,False,False,False,False,False,False,True,"SELECT T3.dept_name  ,  T2.prof_office FROM employee AS T1 JOIN professor AS T2 ON T1.emp_num  =  T2.emp_num JOIN department AS T3 ON T2.dept_code  =  T3.dept_code WHERE T1.emp_lname  =  [PLACEHOLDER-TYPE:STRING]",This virtual table provides the names of departments and the office locations of professors associated with a specific employee's last name. The placeholders in the WHERE clause represent the last name of the employee being queried.,"SELECT D.DEPT_NAME, P.PROF_OFFICE 
FROM PROFESSOR P 
JOIN DEPARTMENT D ON P.DEPT_CODE = D.DEPT_CODE 
WHERE P.EMP_NUM = (SELECT EMP_NUM FROM EMPLOYEE WHERE EMP_LNAME = 'Heffington')",1.0,1.0,0.0,0.5,1.0,3.5,7
train.3281,college_1,Find the last name and hire date of the professor who is in office DRE 102.,1,"SELECT T1.emp_lname ,  T1.emp_hiredate FROM employee AS T1 JOIN professor AS T2 ON T1.emp_num  =  T2.emp_num WHERE T2.prof_office  =  'DRE 102'",2,mid,False,False,False,True,False,False,False,False,False,True,False,False,"SELECT T1.emp_lname ,  T1.emp_hiredate FROM employee AS T1 JOIN professor AS T2 ON T1.emp_num  =  T2.emp_num WHERE T2.prof_office  =  [PLACEHOLDER-TYPE:STRING]","This virtual table provides the last names and hire dates of employees who are professors, filtered by a specific office location. The placeholder in the WHERE clause represents the office of the professor.","SELECT EMPLOYEE.EMP_LNAME, EMPLOYEE.EMP_HIREDATE 
FROM EMPLOYEE 
JOIN PROFESSOR ON EMPLOYEE.EMP_NUM = PROFESSOR.EMP_NUM 
WHERE PROFESSOR.PROF_OFFICE = 'DRE 102';",1.0,1.0,1.0,0.5,1.0,4.5,27
train.3283,college_1,What is the code of the course which the student whose last name is Smithson took?,1,SELECT T1.crs_code FROM CLASS AS T1 JOIN enroll AS T2 ON T1.class_code  =  T2.class_code JOIN student AS T3 ON T3.stu_num  =  T2.stu_num WHERE T3.stu_lname  =  'Smithson',3+,low,False,False,False,False,False,True,False,False,False,False,False,True,SELECT T1.crs_code FROM CLASS AS T1 JOIN enroll AS T2 ON T1.class_code  =  T2.class_code JOIN student AS T3 ON T3.stu_num  =  T2.stu_num WHERE T3.stu_lname  =  [PLACEHOLDER-TYPE:STRING],"This virtual table provides the course codes for classes that a specific student is enrolled in, identified by their last name. The placeholders in the WHERE clause represent the student's last name.",SELECT CLASS.CRS_CODE FROM CLASS JOIN ENROLL ON CLASS.CLASS_CODE = ENROLL.CLASS_CODE JOIN STUDENT ON ENROLL.STU_NUM = STUDENT.STU_NUM WHERE STUDENT.STU_LNAME = 'Smithson';,0.0,1.0,1.0,0.5,1.0,3.5,7
train.3285,college_1,What are the description and credit of the course which the student whose last name is Smithson took?,1,"SELECT T4.crs_description ,  T4.crs_credit FROM CLASS AS T1 JOIN enroll AS T2 ON T1.class_code  =  T2.class_code JOIN student AS T3 ON T3.stu_num  =  T2.stu_num JOIN course AS T4 ON T4.crs_code  =  T1.crs_code WHERE T3.stu_lname  =  'Smithson'",3+,mid,False,False,False,True,False,False,False,False,False,False,False,True,"SELECT T4.crs_description ,  T4.crs_credit FROM CLASS AS T1 JOIN enroll AS T2 ON T1.class_code  =  T2.class_code JOIN student AS T3 ON T3.stu_num  =  T2.stu_num JOIN course AS T4 ON T4.crs_code  =  T1.crs_code WHERE T3.stu_lname  =  [PLACEHOLDER-TYPE:STRING]","This virtual table provides the course descriptions and credit hours for courses that students are enrolled in, filtered by the last name of a specific student. The placeholders in the WHERE clause represent the student's last name.","SELECT COURSE.CRS_DESCRIPTION, COURSE.CRS_CREDIT 
FROM COURSE 
JOIN CLASS ON COURSE.CRS_CODE = CLASS.CRS_CODE 
JOIN ENROLL ON CLASS.CLASS_CODE = ENROLL.CLASS_CODE 
JOIN STUDENT ON ENROLL.STU_NUM = STUDENT.STU_NUM 
WHERE STUDENT.STU_LNAME = 'Smithson';",1.0,1.0,1.0,0.5,1.0,4.5,27
train.3287,college_1,How many professors who has a either Ph.D. or MA degree?,1,SELECT count(*) FROM professor WHERE prof_high_degree  =  'Ph.D.' OR prof_high_degree  =  'MA',1,low,False,False,False,False,False,True,False,True,False,False,False,False,SELECT count(*) FROM professor WHERE prof_high_degree  =  [PLACEHOLDER-TYPE:STRING] OR prof_high_degree  =  [PLACEHOLDER-TYPE:STRING],This virtual table provides the count of professors from the 'professor' table who hold a specific high degree. The placeholders in the WHERE clause represent the degrees being queried.,"SELECT COUNT(*) AS professor_count FROM PROFESSOR WHERE PROF_HIGH_DEGREE IN ('Ph.D.', 'MA');",1.0,1.0,1.0,0.0,1.0,4.0,21
train.3289,college_1,How many professors who are from either Accounting or Biology department?,1,SELECT count(*) FROM professor AS T1 JOIN department AS T2 ON T1.dept_code  =  T2.dept_code WHERE T2.dept_name  =  'Accounting' OR T2.dept_name  =  'Biology',2,low,False,False,False,False,False,True,False,False,False,True,False,False,SELECT count(*) FROM professor AS T1 JOIN department AS T2 ON T1.dept_code  =  T2.dept_code WHERE T2.dept_name  =  [PLACEHOLDER-TYPE:STRING] OR T2.dept_name  =  [PLACEHOLDER-TYPE:STRING],This virtual table provides the count of professors associated with specific departments from the 'professor' and 'department' tables. The placeholders in the WHERE clause represent the names of the departments being queried.,"SELECT COUNT(*) AS professor_count FROM PROFESSOR P JOIN DEPARTMENT D ON P.DEPT_CODE = D.DEPT_CODE WHERE D.DEPT_NAME IN ('Accounting', 'Biology');",1.0,1.0,1.0,0.0,1.0,4.0,21
train.3291,college_1,Find the first name of the professor who is teaching two courses with code CIS-220 and QM-261.,1,SELECT T1.emp_fname FROM employee AS T1 JOIN CLASS AS T2 ON T1.emp_num  =  T2.prof_num WHERE crs_code  =  'CIS-220' INTERSECT SELECT T1.emp_fname FROM employee AS T1 JOIN CLASS AS T2 ON T1.emp_num  =  T2.prof_num WHERE crs_code  =  'QM-261',2,high,False,True,False,False,False,False,False,False,False,True,False,False,SELECT T1.emp_fname FROM employee AS T1 JOIN CLASS AS T2 ON T1.emp_num  =  T2.prof_num WHERE crs_code  =  [PLACEHOLDER-TYPE:STRING] INTERSECT SELECT T1.emp_fname FROM employee AS T1 JOIN CLASS AS T2 ON T1.emp_num  =  T2.prof_num WHERE crs_code  =  [PLACEHOLDER-TYPE:STRING],"This virtual table describes the first names of professors who are teaching classes associated with a specific course code. The query uses an INTERSECT operation to find professors who are teaching the same course in two different instances, represented by placeholders for the course code.","SELECT EMPLOYEE.EMP_FNAME 
FROM EMPLOYEE 
JOIN PROFESSOR ON EMPLOYEE.EMP_NUM = PROFESSOR.EMP_NUM 
JOIN CLASS ON PROFESSOR.EMP_NUM = CLASS.PROF_NUM 
WHERE CLASS.CRS_CODE IN ('CIS-220', 'QM-261') 
GROUP BY EMPLOYEE.EMP_FNAME 
HAVING COUNT(DISTINCT CLASS.CRS_CODE) = 2;",1.0,0.0,0.0,0.3333333333333333,1.0,2.333333333333333,2
train.3295,college_1,What is the average gpa of the students enrolled in the course with code ACCT-211?,1,SELECT avg(T2.stu_gpa) FROM enroll AS T1 JOIN student AS T2 ON T1.stu_num  =  T2.stu_num JOIN CLASS AS T3 ON T1.class_code  =  T3.class_code WHERE T3.crs_code  =  'ACCT-211',3+,low,False,False,False,False,False,True,False,False,False,False,False,True,SELECT avg(T2.stu_gpa) FROM enroll AS T1 JOIN student AS T2 ON T1.stu_num  =  T2.stu_num JOIN CLASS AS T3 ON T1.class_code  =  T3.class_code WHERE T3.crs_code  =  [PLACEHOLDER-TYPE:STRING],This virtual table calculates the average GPA of students enrolled in a specific course. It joins the 'enroll' table with the 'student' table to access student GPA data and the 'class' table to filter by the course code. The placeholder in the WHERE clause represents the course code for which the average GPA is being calculated.,"SELECT AVG(STU_GPA) AS average_gpa
FROM STUDENT
JOIN ENROLL ON STUDENT.STU_NUM = ENROLL.STU_NUM
JOIN CLASS ON ENROLL.CLASS_CODE = CLASS.CLASS_CODE
WHERE CLASS.CRS_CODE = 'ACCT-211';",1.0,1.0,1.0,0.5,1.0,4.5,27
train.3297,college_1,"What is the first name, gpa and phone number of the top 5 students with highest gpa?",1,"SELECT stu_gpa ,  stu_phone ,  stu_fname FROM student ORDER BY stu_gpa DESC LIMIT 5",1,mid,False,False,False,True,False,False,False,True,False,False,False,False,"SELECT stu_gpa ,  stu_phone ,  stu_fname FROM student ORDER BY stu_gpa DESC LIMIT [PLACEHOLDER-TYPE:NUMBER]","This virtual table provides a list of students' first names, GPAs, and phone numbers from the 'student' table, ordered by GPA in descending order. The placeholder in the LIMIT clause allows the user to specify the maximum number of records to return.","SELECT STU_FNAME, STU_GPA, STU_PHONE FROM STUDENT ORDER BY STU_GPA DESC LIMIT 5;",1.0,1.0,1.0,1.0,1.0,5.0,52
train.3301,college_1,Find the first name and gpa of the students whose gpa is lower than the average gpa of all students.,1,"SELECT stu_fname ,  stu_gpa FROM student WHERE stu_gpa  <  (SELECT avg(stu_gpa) FROM student)",1,high,False,True,False,False,False,False,False,True,False,False,False,False,"SELECT stu_fname ,  stu_gpa FROM student WHERE stu_gpa  <  (SELECT avg(stu_gpa) FROM student)",This virtual table provides the first names and GPA of students from the 'student' table who have a GPA lower than the average GPA of all students. The placeholder in the WHERE clause represents the condition for filtering students based on their GPA.,"SELECT STU_FNAME, STU_GPA FROM STUDENT WHERE STU_GPA < (SELECT AVG(STU_GPA) FROM STUDENT);",1.0,1.0,1.0,0.5,1.0,4.5,27
train.3303,college_1,Find the name and address of the department that has the highest number of students.,1,"SELECT T2.dept_name ,  T2.dept_address FROM student AS T1 JOIN department AS T2 ON T1.dept_code  =  T2.dept_code GROUP BY T1.dept_code ORDER BY count(*) DESC LIMIT 1",2,high,False,True,False,False,False,False,False,False,False,True,False,False,"SELECT T2.dept_name ,  T2.dept_address FROM student AS T1 JOIN department AS T2 ON T1.dept_code  =  T2.dept_code GROUP BY T1.dept_code ORDER BY count(*) DESC LIMIT [PLACEHOLDER-TYPE:NUMBER]","This virtual table provides a list of department names and their addresses for students, grouped by department code. The results are ordered by the number of students in each department, with a limit on the number of departments returned, specified by a placeholder for numeric values.","SELECT D.DEPT_NAME, D.DEPT_ADDRESS
FROM DEPARTMENT D
JOIN STUDENT S ON D.DEPT_CODE = S.DEPT_CODE
GROUP BY D.DEPT_CODE
ORDER BY COUNT(S.STU_NUM) DESC
LIMIT 1;",1.0,0.0,1.0,1.0,0.5,3.5,7
train.3305,college_1,"Find the name, address, number of students in the departments that have the top 3 highest number of students.",1,"SELECT T2.dept_name ,  T2.dept_address ,  count(*) FROM student AS T1 JOIN department AS T2 ON T1.dept_code  =  T2.dept_code GROUP BY T1.dept_code ORDER BY count(*) DESC LIMIT 3",2,high,False,True,False,False,False,False,False,False,False,True,False,False,"SELECT T2.dept_name ,  T2.dept_address ,  count(*) FROM student AS T1 JOIN department AS T2 ON T1.dept_code  =  T2.dept_code GROUP BY T1.dept_code ORDER BY count(*) DESC LIMIT [PLACEHOLDER-TYPE:NUMBER]","This virtual table provides a summary of the number of students enrolled in each department, along with the department's name and address. The data is aggregated by department code, allowing users to see which departments have the most students. The placeholder in the LIMIT clause allows for specifying the maximum number of departments to display.","SELECT D.DEPT_NAME, D.DEPT_ADDRESS, COUNT(S.STU_NUM) AS NUM_STUDENTS
FROM DEPARTMENT D
JOIN STUDENT S ON D.DEPT_CODE = S.DEPT_CODE
GROUP BY D.DEPT_CODE
ORDER BY NUM_STUDENTS DESC
LIMIT 3;",0.6666666666666666,0.0,1.0,1.0,0.5,3.1666666666666665,3
train.3307,college_1,Find the first name and office of the professor who is in the history department and has a Ph.D. degree.,1,"SELECT T1.emp_fname ,  T2.prof_office FROM employee AS T1 JOIN professor AS T2 ON T1.emp_num  =  T2.emp_num JOIN department AS T3 ON T3.dept_code  =  T2.dept_code WHERE T3.dept_name  =  'History' AND T2.prof_high_degree  =  'Ph.D.'",3+,high,False,True,False,False,False,False,False,False,False,False,False,True,"SELECT T1.emp_fname ,  T2.prof_office FROM employee AS T1 JOIN professor AS T2 ON T1.emp_num  =  T2.emp_num JOIN department AS T3 ON T3.dept_code  =  T2.dept_code WHERE T3.dept_name  =  [PLACEHOLDER-TYPE:STRING] AND T2.prof_high_degree  =  [PLACEHOLDER-TYPE:STRING]","This virtual table provides the first names of employees and the office locations of professors from the 'employee' and 'professor' tables, respectively. It filters the results based on a specific department name and the highest degree obtained by the professors, both represented by placeholders for string values.","SELECT EMPLOYEE.EMP_FNAME, PROFESSOR.PROF_OFFICE 
FROM PROFESSOR 
JOIN EMPLOYEE ON PROFESSOR.EMP_NUM = EMPLOYEE.EMP_NUM 
JOIN DEPARTMENT ON PROFESSOR.DEPT_CODE = DEPARTMENT.DEPT_CODE 
WHERE DEPARTMENT.DEPT_NAME = 'History' AND PROFESSOR.PROF_HIGH_DEGREE = 'Ph.D.';",1.0,1.0,1.0,0.5,1.0,4.5,27
train.3310,college_1,What are the first names of all teachers who have taught a course and the corresponding course codes?,1,"SELECT T2.emp_fname ,  T1.crs_code FROM CLASS AS T1 JOIN employee AS T2 ON T1.prof_num  =  T2.emp_num",2,low,False,False,False,False,False,True,False,False,False,True,False,False,"SELECT T2.emp_fname ,  T1.crs_code FROM CLASS AS T1 JOIN employee AS T2 ON T1.prof_num  =  T2.emp_num",This virtual table provides the first names of professors along with the course codes they teach from the 'CLASS' and 'EMPLOYEE' tables. The join condition links the professor's identifier in the 'CLASS' table to the corresponding identifier in the 'EMPLOYEE' table.,"SELECT EMPLOYEE.EMP_FNAME, CLASS.CRS_CODE 
FROM EMPLOYEE 
JOIN CLASS ON EMPLOYEE.EMP_NUM = CLASS.PROF_NUM 
JOIN COURSE ON CLASS.CRS_CODE = COURSE.CRS_CODE;",0.5,1.0,1.0,1.0,1.0,4.5,27
train.3311,college_1,Find the first names of all instructors who have taught some course and the course description.,1,"SELECT T2.emp_fname ,  T3.crs_description FROM CLASS AS T1 JOIN employee AS T2 ON T1.prof_num  =  T2.emp_num JOIN course AS T3 ON T1.crs_code  =  T3.crs_code",3+,low,False,False,False,False,False,True,False,False,False,False,False,True,"SELECT T2.emp_fname ,  T3.crs_description FROM CLASS AS T1 JOIN employee AS T2 ON T1.prof_num  =  T2.emp_num JOIN course AS T3 ON T1.crs_code  =  T3.crs_code","This virtual table provides the first names of professors along with the descriptions of the courses they teach. It combines data from the 'CLASS', 'EMPLOYEE', and 'COURSE' tables, linking professors to their respective classes and the courses associated with those classes.","SELECT EMPLOYEE.EMP_FNAME, COURSE.CRS_DESCRIPTION 
FROM EMPLOYEE 
JOIN PROFESSOR ON EMPLOYEE.EMP_NUM = PROFESSOR.EMP_NUM 
JOIN CLASS ON PROFESSOR.EMP_NUM = CLASS.PROF_NUM 
JOIN COURSE ON CLASS.CRS_CODE = COURSE.CRS_CODE;",1.0,1.0,1.0,1.0,1.0,5.0,52
train.3313,college_1,Find the first names and offices of all instructors who have taught some course and also find the course description.,1,"SELECT T2.emp_fname ,  T4.prof_office ,  T3.crs_description FROM CLASS AS T1 JOIN employee AS T2 ON T1.prof_num  =  T2.emp_num JOIN course AS T3 ON T1.crs_code  =  T3.crs_code JOIN professor AS T4 ON T2.emp_num  =  T4.emp_num",3+,low,False,False,False,False,False,True,False,False,False,False,False,True,"SELECT T2.emp_fname ,  T4.prof_office ,  T3.crs_description FROM CLASS AS T1 JOIN employee AS T2 ON T1.prof_num  =  T2.emp_num JOIN course AS T3 ON T1.crs_code  =  T3.crs_code JOIN professor AS T4 ON T2.emp_num  =  T4.emp_num","This virtual table provides the first names of employees, the office locations of professors, and descriptions of courses associated with classes. The data is retrieved by joining the 'CLASS', 'EMPLOYEE', 'COURSE', and 'PROFESSOR' tables based on their respective identifiers. The placeholders in the query allow for dynamic filtering or selection of specific records as needed.","SELECT EMPLOYEE.EMP_FNAME, PROFESSOR.PROF_OFFICE, COURSE.CRS_DESCRIPTION 
FROM EMPLOYEE 
JOIN PROFESSOR ON EMPLOYEE.EMP_NUM = PROFESSOR.EMP_NUM 
JOIN CLASS ON PROFESSOR.EMP_NUM = CLASS.PROF_NUM 
JOIN COURSE ON CLASS.CRS_CODE = COURSE.CRS_CODE;",1.0,1.0,1.0,1.0,1.0,5.0,52
train.3316,college_1,"What are the first names, office locations, and departments of all instructors, and also what are the descriptions of the courses they teach?",1,"SELECT T2.emp_fname ,  T4.prof_office ,  T3.crs_description ,  T5.dept_name FROM CLASS AS T1 JOIN employee AS T2 ON T1.prof_num  =  T2.emp_num JOIN course AS T3 ON T1.crs_code  =  T3.crs_code JOIN professor AS T4 ON T2.emp_num  =  T4.emp_num JOIN department AS T5 ON T4.dept_code  =  T5.dept_code",3+,mid,False,False,False,True,False,False,False,False,False,False,False,True,"SELECT T2.emp_fname ,  T4.prof_office ,  T3.crs_description ,  T5.dept_name FROM CLASS AS T1 JOIN employee AS T2 ON T1.prof_num  =  T2.emp_num JOIN course AS T3 ON T1.crs_code  =  T3.crs_code JOIN professor AS T4 ON T2.emp_num  =  T4.emp_num JOIN department AS T5 ON T4.dept_code  =  T5.dept_code","This virtual table provides a view of the first names of professors, their office locations, course descriptions, and department names associated with classes. The placeholders in the query represent the relationships between the tables involved, allowing for dynamic filtering or selection based on user input.","SELECT EMPLOYEE.EMP_FNAME, PROFESSOR.PROF_OFFICE, DEPARTMENT.DEPT_NAME, COURSE.CRS_DESCRIPTION 
FROM EMPLOYEE 
JOIN PROFESSOR ON EMPLOYEE.EMP_NUM = PROFESSOR.EMP_NUM 
JOIN DEPARTMENT ON PROFESSOR.DEPT_CODE = DEPARTMENT.DEPT_CODE 
JOIN CLASS ON PROFESSOR.EMP_NUM = CLASS.PROF_NUM 
JOIN COURSE ON CLASS.CRS_CODE = COURSE.CRS_CODE;",1.0,1.0,1.0,1.0,1.0,5.0,52
